NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering IC,Application ID,Award Notice Date,Opportunity Number,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information,Project Start Date,Project End Date,Study Section,Subproject Number,Contact PI Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,Primary DUNS,Primary UEI,DUNS Number,UEI,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,Post Award Action Type,CFDA Code,Funding Mechanism,Fiscal Year,Total Cost,Total Cost(Sub Projects),Funding IC(s),Direct Cost IC,Indirect Cost IC,NIH COVID-19 Response,Total Cost IC
Biotechnology; Clinical Research; Cooley's Anemia; Gene Therapy; Genetics; Hematology; Orphan Drug; Regenerative Medicine; Sickle Cell Disease; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Transplantation,Address;Age-Years;Animal Model;Biological Assay;Blood Circulation;Bone Marrow;Bone Marrow Cells;Bone Marrow Transplantation;Busulfan;Cell Culture Techniques;Cells;Cessation of life;Clinical;Clinical Trials;Clone Cells;Data;Development;Disease;Engraftment;Enrollment;Erythroid;Erythroid Cells;Erythropoiesis;Funding;Future;Gene Expression;Gene Targeting;Gene Transfer;Generations;Genes;Globin;Goals;Hematological Disease;Hematopoietic;Hematopoietic stem cells;Hemoglobin;Homologous Gene;Human;Immunodeficient Mouse;Individual;Inherited;Insertional Mutagenesis;Intervention;Learning;Lentivirus Vector;Macaca mulatta;Mediating;Methods;Mission;Modeling;Mouse Strains;Mus;Myelogenous;Myeloid Cells;National Heart Lung and Blood Institute;Patients;Peripheral;Phase;Pre-Clinical Model;Preparation;Process;Production;Public Health;Recombinants;Regulatory Element;Research;Retroviridae;Risk;Safety;Series;Sickle Cell;Sickle Cell Anemia;Stem cells;Symptoms;Syndrome;Testing;Thalassemia;Thalassemia intermedia;Therapeutic;Toxic effect;Translational Research;Transplantation;Treatment Protocols;Viral;adeno-associated viral vector;base;beta Thalassemia;conditioning;cytokine;disability;env Gene Products;gene therapy;gene therapy clinical trial;genetically modified cells;granulocyte;immunodeficient mouse model;improved;lambda Spi-1;leukemia;particle;pre-clinical;programs;research study;success;therapeutic gene;tumor;vector;vector control;young adult,Hematopoietic stem cell gene therapy for sickle cell disease,n/a,NHLBI,7821229, ,RFA-HL-06-008,5U54HL070590-07,5,U54,HL,70590,7,,,4/1/2009,3/31/2012,ZHL1,6,1873418,"PERSONS, DEREK A",Not Applicable,9,Unavailable,67717892,JL4JHE9SDRR3,67717892,JL4JHE9SDRR3,US,35.155607,-90.045279,7893501,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,MEMPHIS,TN,Independent Hospitals,381053678,UNITED STATES,N,4/1/2009,3/31/2010, , ,Research Centers,2009, ,304279, ,187573,116706, , 
Cooley's Anemia; Genetics; Hematology,3&apos; Untranslated Regions;Address;Affinity;Be++ element;Beryllium;Binding;Binding Sites;Characteristics;Cultured Cells;Data;Elements;Erythroid Cells;Gene Expression;Globin;Goals;Human;In Situ;In Vitro;Laboratories;Length;Ligand Binding;Location;Mediating;Messenger RNA;Methods;Modeling;Modification;Molecular;Mutation;Nature;Participant;Play;Positioning Attribute;Post-Translational Protein Processing;Process;RNA Folding;RNA Recognition Motif;Reagent;Research;Role;Sickle Cell Anemia;Site;Specific qualifier value;Specificity;Structure;System;Thalassemia;To specify;Untranslated Regions;base;beta Globin;design;experience;in vivo;insight;interest;mRNA Stability;novel;nucleolin;research study;stem,Nucleolin-mediated stabilization of human B-globin mRNA,n/a,NHLBI,7810541,4/9/2010, ,5R01HL082754-04,5,R01,HL,82754,4,,"QASBA, PANKAJ ",4/6/2007,3/31/2012,Erythrocyte and Leukocyte Biology Study Section[ELB], ,1876421,"RUSSELL, J ERIC",Not Applicable,3,INTERNAL MEDICINE/MEDICINE,42250712,GM1XX56LEP58,42250712,GM1XX56LEP58,US,39.953462,-75.193983,6463801,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,191046205,UNITED STATES,N,4/1/2010,3/31/2011, ,839,Non-SBIR/STTR,2010,393750, ,NHLBI,250000,143750, ,393750
Biotechnology; Cooley's Anemia; Gene Therapy; Genetics; Hematology; Human Genome; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human,Adult;Binding;Binding Sites;Bioinformatics;CD34 gene;Cell Line;Cells;Chromatin;Clinical;Clinical Trials;Cloning;DNA Binding;Data;Deoxyribonuclease I;Erythroblasts;Erythroid Cells;Generations;Genes;Genomics;Human;Human Genome;Individual;Informatics;Insulator Elements;Libraries;Ligation;Maps;Methods;Patients;Peripheral Blood Mononuclear Cell;Plasmids;Property;Proteins;Research Personnel;Sampling;Screening procedure;Services;Site;Technology;Thalassemia;candidate identification;fetal;genome-wide;induced pluripotent stem cell;vector,Genomics,n/a,NHLBI,7810219, , ,2P01HL053750-16,2,P01,HL,53750,16,,,9/1/2009,8/31/2014,"Heart, Lung, and Blood Program Project Study Section[HLBP]",8624,7961471,"STAMATOYANNOPOULOS, JOHN A",Not Applicable,7,Unavailable,605799469,HD1WMN6945W6,605799469,HD1WMN6945W6,US,47.660307,-122.315168,9087701,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Domestic Higher Education,981959472,UNITED STATES,N,4/8/2010,3/31/2011, , ,Non-SBIR/STTR,2010, ,486615, ,311933,174682, , 
Biotechnology; Clinical Research; Clinical Trials; Cooley's Anemia; Gene Therapy; Genetics; Hematology; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human,Blood;Bone Marrow;CD34 gene;CSF3 gene;Cell Line;Cells;Clinical;Clinical Trials;Clonality;Collaborations;Collection;Data;Development;Ensure;Freezing;Genes;Globin;Hela Cells;Hematopoietic stem cells;Infection;Infusion procedures;Lentivirus Vector;Memorial Sloan-Kettering Cancer Center;Molecular;Patient Monitoring;Patients;Procedures;Process;Production;Protocols documentation;Research Personnel;Sampling;Site;Southern Blotting;Specimen;Standardization;Subfamily lentivirinae;System;Testing;Thalassemia;Time;Training;Validation;Viral;beta Globin;biobank;cell bank;cellular transduction;clinical research site;cost effective;gene therapy;transmission process;validation studies;vector,Gene Therapy,n/a,NHLBI,7799415, , ,2P01HL053750-16,2,P01,HL,53750,16,,,9/1/2009,8/31/2014,"Heart, Lung, and Blood Program Project Study Section[HLBP]",8237,8507921,"RIVIERI, ISABELLE ",Not Applicable,7,Unavailable,605799469,HD1WMN6945W6,605799469,HD1WMN6945W6,US,47.660307,-122.315168,9087701,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Domestic Higher Education,981959472,UNITED STATES,N,9/1/2009,3/31/2011, , ,Non-SBIR/STTR,2010, ,729036, ,384513,344523, , 
Biotechnology; Cooley's Anemia; Gene Therapy; Genetics; Hematology; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Embryonic - Human; Stem Cell Research - Nonembryonic - Human; Transplantation,Adult;Autologous Transplantation;Biological Assay;CD34 gene;Cell Line;Cells;Clinical;Coculture Techniques;DNA Methylation;Deoxyribonucleases;Dependovirus;Derivation procedure;Development;Disease;Engraftment;Epigenetic Process;Erythroid;Erythroid Cells;Excision;Fibroblasts;Funding;Gene Delivery;Gene Targeting;Genes;Genetic Recombination;Globin;Grant;Hematopoietic;Hematopoietic stem cells;Hemoglobin F Disease;Hereditary Disease;Human;Hypersensitivity;Immunodeficient Mouse;In Vitro;Integrase;Kanamycin Kinase;Lentivirus Vector;Long Terminal Repeats;Mediating;Mesenchymal;Methods;Monitor;Mus;Mutation;Patients;Phenotype;Pluripotent Stem Cells;Point Mutation;Production;Proteins;Recovery;Research;Retroviral Vector;Site;Source;Spumavirus;Stem cells;Stromal Cells;Subfamily lentivirinae;Surface;System;Testing;Thalassemia;Therapeutic;Thymidine Kinase;Transgenes;Transplantation;adeno-associated viral vector;arm;base;beta Globin;blastomere structure;cell type;design;disease-causing mutation;erythroid differentiation;fetal;fusion gene;gene correction;gene therapy;genome-wide;genotoxicity;histone modification;homologous recombination;human embryonic stem cell;improved;induced pluripotent stem cell;mutant;pluripotency;recombinase;research study;small hairpin RNA;vector,Derivation and Correction of Thalassemic Pluripotent Stem Cells,n/a,NHLBI,7799411, , ,2P01HL053750-16,2,P01,HL,53750,16,,,9/1/2009,8/31/2014,"Heart, Lung, and Blood Program Project Study Section[HLBP]",8233,1885915,"RUSSELL, DAVID W",Not Applicable,7,Unavailable,605799469,HD1WMN6945W6,605799469,HD1WMN6945W6,US,47.660307,-122.315168,9087701,UNIVERSITY OF WASHINGTON,SEATTLE,WA,Domestic Higher Education,981959472,UNITED STATES,N,4/8/2010,3/31/2011, , ,Non-SBIR/STTR,2010, ,450893, ,289035,161858, , 
Biotechnology; Cooley's Anemia; Gene Therapy; Genetics; Hematology; Regenerative Medicine; Sickle Cell Disease; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Stem Cell Research - Nonembryonic - Non-Human; Transplantation,Animal Model;Animals;Area;Autologous;BCL11A gene;Binding;Biological Assay;Bone Marrow;CCND1 gene;CD34 gene;Cell Transplantation;Cells;Cessation of life;Chimeric Proteins;DNA Binding;Data;Development;Engraftment;Erythroblasts;Erythrocytes;Erythroid;Erythroid Cells;Fetal Hemoglobin;Funding;Gene Expression;Gene Transduction Agent;Gene Transfer;Genes;Globin;Goals;Growth;HOXA10 gene;Hematological Disease;Hematopoietic;Hematopoietic stem cells;Human;In Vitro;Infusion procedures;Inherited;Investments;Lead;Lentivirus Vector;Macaca nemestrina;Mediating;Methods;Methyltransferase;MicroRNAs;Mission;Modeling;Monitor;Mus;National Heart Lung and Blood Institute;Patients;Persons;Pharmaceutical Preparations;Phase;Primates;Proliferating;Proteins;Public Health;Recombinants;Research;Resistance;Safety;Sickle Cell Anemia;Sickle Hemoglobin;Site;Stem cells;Symptoms;System;Testing;Therapeutic;Transcript;Transcription Coactivator;Transcription Repressor/Corepressor;Transplantation;Treatment Efficacy;Work;Zinc Fingers;beta Globin;cellular transduction;design;disability;gamma Globin;gene therapy;homeodomain;meetings;nonhuman primate;novel;nuclear pore complex protein 98;promoter;research study;sickling;stem;success;transcription factor;transgene expression;vector,Gene therapy of sickle cell disease through enhancement of fetal hemoglobin,Our goals are relevant to public health and the mission of the National Heart Lung and Blood Institute since the development of effective stem cell targeted gene transfer would provide therapy for many inherited blood diseases. Because sickle cell disease causes severe symptoms disability and often early death curative therapies such as gene therapy are urgently needed.,NHLBI,7784214, , ,2P01HL053749-16,2,P01,HL,53749,16,,,9/1/2010,8/31/2015,"Heart, Lung, and Blood Program Project Study Section[HLBP-A]",7414,1873418,"PERSONS, DEREK A",Not Applicable,9,Unavailable,67717892,JL4JHE9SDRR3,67717892,JL4JHE9SDRR3,US,35.155607,-90.045279,7893501,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,MEMPHIS,TN,Independent Hospitals,381053678,UNITED STATES,N,9/1/2010,8/31/2011, , ,Non-SBIR/STTR,2010, ,352713, ,209589,143124, , 
Cooley's Anemia; Genetics; Hematology; Stem Cell Research; Stem Cell Research - Embryonic - Human,3&apos; Untranslated Regions;5&apos; Untranslated Regions;Address;Adult;Affect;Attention;Binding;Binding Sites;Cell Culture Techniques;Cells;Code;Commit;Development;Effectiveness;Elements;Embryo;Embryonic Structures;Engineering;Erythroid Cells;Funding;Future;Gene Expression;Genes;Globin;Goals;Hemoglobin;Hereditary Disease;Human;Laboratories;Messenger RNA;Methods;Modification;Molecular;Morbidity - disease rate;Mutagenesis;Patients;Play;Post-Transcriptional Regulation;Premature Mortality;Process;Property;Proteins;Regulation;Research;Role;Scanning;Sickle Cell Anemia;Site;Staging;Structure;Techniques;Testing;Thalassemia;Therapeutic;Translating;Translations;United States;Work;base;cis acting element;clinical care;experience;gene replacement;improved;in vivo;innovation;mRNA Stability;novel;novel strategies;novel therapeutics;programs;public health relevance;spelling,Regulation and Function of a Human Embryonic Globin,NarrativeDespite recent improvements in clinical care congenital genetic disorders affecting the normal expression ofhuman globins--including those responsible for sickle cell disease and thalassemia--remain a major cause ofmorbidity and premature mortality both in the United States and abroad. Future therapeutic advances arelikely to require new treatment paradigms based upon innovative molecular strategies. The current proposaldescribes one new approach in which processes that regulate the stability and translational efficiency of globinmRNAs are manipulated to therapeutic advantage. This strategy is particularly attractive because it can beapplied to augment the effectiveness of existing therapies including gene-reactivation and gene-replacementapproaches.,NHLBI,7766915,12/28/2009,PA-07-070,5R01HL061399-11,5,R01,HL,61399,11,,"QASBA, PANKAJ ",4/1/1999,12/31/2012,Erythrocyte and Leukocyte Biology Study Section[ELB], ,1876421,"RUSSELL, J ERIC",Not Applicable,3,INTERNAL MEDICINE/MEDICINE,42250712,GM1XX56LEP58,42250712,GM1XX56LEP58,US,39.953462,-75.193983,6463801,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,191046205,UNITED STATES,N,1/1/2010,12/31/2010, ,839,Non-SBIR/STTR,2010,393750, ,NHLBI,250000,143750, ,393750
Clinical Research; Cooley's Anemia; Hematology; Infectious Diseases; Septicemia; Sickle Cell Disease,Acute;Adult;Adverse effects;Blood;Blood Transfusion;Blood donor;Chelating Agents;Chronic;Clinical;Clinical Research;Critical Illness;Disease;Dose;Endotoxins;Epidemiologic Studies;Erythrocytes;Exposure to;FDA approved;Foundations;Future;Goals;Hematological Disease;Hemoglobin;Hemoglobinopathies;Hour;Human;Human Volunteers;Individual;Infection;Inflammation;Inflammatory;Inflammatory Response;Inflammatory Response Pathway;Infusion procedures;Iron;Iron Chelating Agents;Kidney;Lead;Length of Stay;Lipopolysaccharides;Liver;Medicine;Modeling;Mus;Operative Surgical Procedures;Organ failure;Patients;Prospective Studies;Reactive Oxygen Species;Research;Research Ethics Committees;Reticuloendothelial System;Role;Sepsis;Sepsis Syndrome;Sickle Cell;Sickle Cell Anemia;Spleen;Staging;System;Testing;Thalassemia;Therapeutic;Time;Transfusion;base;beta Thalassemia;cytokine;design;healthy volunteer;human disease;improved;innovation;insight;macrophage;meetings;monocyte;mortality;mouse model;novel;pre-clinical;preclinical study;prevent;public health relevance;senescence;septic,Harmful effects of transfusion of older stored red cells: iron and inflammation,The ultimate goal of this project is to determine whether transfusions of standard FDA-approved units of olderstored blood induce an acute inflammatory state in healthy human volunteers and in patients with either of twoimportant and common hematological disorders: sickle cell disease and -thalassemia. The insights gainedfrom completing this proposal will have an immediate impact on the current practice of blood transfusion andwill provide the foundation for developing rationally-designed approaches to improve the quality of humandonor blood and of human transfusion therapy.,NHLBI,7760674,9/16/2009,RFA-HL-08-005,1R01HL098014-01,1,R01,HL,98014,1,,"GLYNN, SIMONE ",9/17/2009,7/31/2013,Special Emphasis Panel[ZHL1 CSR-S (S1)], ,1881287,"SPITALNIK, STEVEN L",Not Applicable,13,PATHOLOGY,621889815,QHF5ZZ114M72,621889815,QHF5ZZ114M72,US,40.8415,-73.9414,1833205,COLUMBIA UNIVERSITY HEALTH SCIENCES,NEW YORK,NY,SCHOOLS OF MEDICINE,100323725,UNITED STATES,N,9/17/2009,7/31/2010, ,839,Non-SBIR/STTR,2009,400750, ,NHLBI,250000,150750, ,400750
Clinical Research; Cooley's Anemia; Genetics; Hematology,Affect;American;Anemia;Binding;Biochemical;Biology;Caring;Cells;Clinic;Clinical;Clinical Research;Code;Cooley&apos;s anemia;Crystallography;Data;Databases;Disease;Erythroblasts;Erythrocytes;Erythroid;Erythroid Cells;Erythropoiesis;Exhibits;Family;Frequencies;Functional disorder;Gene Expression;Gene Mutation;Gene Proteins;Genes;Genetic;Genetic Screening;Genotype;Geographic Locations;Globin;Haplotypes;Hemoglobin;Hemoglobinopathies;Hemolytic Anemia;Human;Impairment;Individual;Inherited;Investigation;Knowledge;Laboratories;Lead;Link;Longevity;Malaria;Measures;Membrane;Messenger RNA;Missense Mutation;Modification;Mus;Mutation;National Heart Lung and Blood Institute;Oxidation-Reduction;Oxidative Stress;Patients;Pediatric Hospitals;Peptides;Phenotype;Philadelphia;Population;Population Control;Population Study;Promoter Regions;Proteins;Quantitative Trait Loci;Reactive Oxygen Species;Recombinants;Research Personnel;Resistance;Role;Sampling;Severities;Single Nucleotide Polymorphism;Solubility;Structure;Sulfhydryl Compounds;Testing;Thalassemia;Thalassemia intermedia;Therapeutic;Toxic effect;Transferrin Receptor;Variant;Work;base;beta Thalassemia;cell injury;clinical phenotype;cohort;cytotoxic;diacetyldichlorofluorescein;genetic pedigree;insight;mRNA Expression;mutant;novel;novel therapeutic intervention;oxidation;programs;protein expression;protein function;protein structure;trait,The Role of Alpha Hemoglobin Stabilizing Protein in Human Beta Thalassemia,n/a,NHLBI,7756618,12/28/2009, ,5R01HL087427-04,5,R01,HL,87427,4,,"GOLDSMITH, JONATHAN C",1/19/2007,12/31/2010,Erythrocyte and Leukocyte Biology Study Section[ELB], ,1885280,"WEISS, MITCHELL J",Not Applicable,3,Unavailable,73757627,G7MQPLSUX1L4,73757627,G7MQPLSUX1L4,US,39.946632,-75.196604,1499101,CHILDREN'S HOSP OF PHILADELPHIA,PHILADELPHIA,PA,Independent Hospitals,191462305,UNITED STATES,N,1/1/2010,12/31/2010, ,839,Non-SBIR/STTR,2010,411250, ,NHLBI,250000,161250, ,411250
Clinical Research; Cooley's Anemia; Hematology; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Transplantation,Acute;Acute Graft Versus Host Disease;Adoptive Transfer;Alloantigen;Allogeneic Bone Marrow Transplantation;Allogenic;Allografting;Antithymoglobulin;Bone Marrow;Bone Marrow Transplantation;CD4 Positive T Lymphocytes;CD8B1 gene;Cell Transplantation;Cell secretion;Cells;Chimerism;Clinical;Clinical Trials;Colon;Complication;Dose;Engraftment;Exhibits;Gastrointestinal tract structure;Generations;Hematological Disease;Hematopoietic;Histocompatibility;Homologous Transplantation;Human;Immune;Immune response;Immunity;In Vitro;Inbred BALB C Mice;Incidence;Infection;Inflammatory;Injury;Interleukin-10;Interleukin-4;Interleukins;Kidney Transplantation;Knockout Mice;Laboratories;Liver;Lymphatic Irradiation;Maintenance;Malignant Neoplasms;Marrow;Mediating;Methods;Modeling;Mus;Non-Malignant;Organ;Organ Transplantation;Oryctolagus cuniculus;Patients;Peripheral;Peripheral Blood Mononuclear Cell;Phenotype;Play;Population;Principal Investigator;Procedures;Production;Protocols documentation;Regimen;Regulation;Regulatory T-Lymphocyte;Relative (related person);Role;Serum;Side;Skin;Solid;Sorting - Cell Movement;Spleen;Splenocyte;Stem cells;Syndrome;System;T cell response;T-Cell Depletion;T-Lymphocyte;TNFRSF11B gene;Thalassemia;Thalassemia intermedia;Toxic effect;Transplant Recipients;Transplantation;Transplantation Conditioning;Whole-Body Irradiation;Work;abstracting;allotransplant;base;beta Thalassemia;conditioning;cytokine;graft failure;graft vs host disease;human disease;immune function;in vivo;insight;intraperitoneal;killer T cell;mouse model;novel;preclinical study;prevent;progenitor;programs;response;stem;thymocyte;treatment strategy,REGULATORY T CELLS MIXED CHIMERISM: A NOVEL TRANSPLANT STRATEGY FOR THALASSEMIAS,n/a,NHLBI,7741678,11/20/2009,PA-06-512,5K08HL088260-04,5,K08,HL,88260,4,,"WERNER, ELLEN ",2/6/2008,11/30/2012,ZHL1-CSR-X(O1), ,2053127,"PILLAI, ASHA BHASKARAN",Not Applicable,9,Unavailable,67717892,JL4JHE9SDRR3,67717892,JL4JHE9SDRR3,US,35.155607,-90.045279,7893501,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,MEMPHIS,TN,Independent Hospitals,381053678,UNITED STATES,N,12/1/2009,11/30/2010, ,839,Other Research-Related,2010,130599, ,NHLBI,120925,9674, ,130599
Biotechnology; Cooley's Anemia; Gene Therapy; Genetics; Hematology; Regenerative Medicine; Sickle Cell Disease; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Transplantation,Address;Anemia;Animal Experimentation;Animal Model;Animals;Autologous;B-Lymphocytes;Benefits and Risks;Biological Models;Bone Marrow Transplantation;Busulfan;Clinical;Clinical Research;Clinical Trials;Clonal Hematopoietic Stem Cell;Collaborations;Condition;Data;Development;Disease;Dose;Drug Formulations;Drug Kinetics;Engraftment;Erythroid;Gene Expression;Gene Transfer;Gene Transfer Techniques;Genes;Globin;Goals;Hematopoiesis;Hematopoietic stem cells;Hemoglobinopathies;Human;Individual;Infusion procedures;Insertional Mutagenesis;Intravenous;Laboratories;Lentivirus Vector;Macaca mulatta;Marrow;Measures;Methods;Modeling;Monitor;Mus;Myelogenous;Myelosuppression;Numbers;Oral;Patients;Peripheral Blood Stem Cell;Phylogenetic Analysis;Plague;Population;Preclinical Testing;Production;Rate;Reagent;Regulatory Element;Retroviral Vector;Risk;Rodent Model;Safety;Sickle Cell Anemia;Single-Gene Defect;Site;Source;Staging;Stem cells;Technology;Testing;Thalassemia;Transplantation;Viral Vector;Whole-Body Irradiation;absorption;beta Globin;chemotherapeutic agent;clinical application;clinically relevant;conditioning;cross reactivity;day;dosage;gene transfer vector;genetic manipulation;genetically modified cells;in vivo;in vivo Model;irradiation;lentiviral-mediated;neutrophil;nonhuman primate;peripheral blood;pre-clinical;success;technique development;transgene expression;vector,A preclinical large animal model for globin gene transfer,n/a,NHLBI,7735059, , ,1Z01HL006008-01,1,Z01,HL,6008,1,,, , , , ,9694376,"TISDALE, JOHN ",Not Applicable, ,Unavailable, , , , , , , , ,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE", , ,Unavailable, ,UNITED STATES,N, , , , ,Intramural Research,2008,329550, ,NIDDK, , , ,329550
